ParametersLong0_X_LIM_TargetGain_dB
ParametersLong0_X_WDRC_HighLevelGain[0]
ParametersLong0_X_WDRC_HighLevelGain[1]
ParametersLong0_X_WDRC_HighLevelGain[2]
ParametersLong0_X_WDRC_HighLevelGain[3]
ParametersLong0_X_WDRC_HighLevelGain[4]
ParametersLong0_X_WDRC_HighLevelGain[5]
ParametersLong0_X_WDRC_HighLevelGain[6]
ParametersLong0_X_WDRC_HighLevelGain[7]
ParametersLong0_X_WDRC_HighLevelGain[8]
ParametersLong0_X_WDRC_HighLevelGain[9]
ParametersLong0_X_WDRC_HighLevelGain[10]
ParametersLong0_X_WDRC_HighLevelGain[11]
ParametersLong0_X_WDRC_HighLevelGain[12]
ParametersLong0_X_WDRC_HighLevelGain[13]
ParametersLong0_X_WDRC_HighLevelGain[14]
ParametersLong0_X_WDRC_HighLevelGain[15]
ParametersLong0_X_WDRC_LowLevelGain[0]
ParametersLong0_X_WDRC_LowLevelGain[1]
ParametersLong0_X_WDRC_LowLevelGain[2]
ParametersLong0_X_WDRC_LowLevelGain[3]
ParametersLong0_X_WDRC_LowLevelGain[4]
ParametersLong0_X_WDRC_LowLevelGain[5]
ParametersLong0_X_WDRC_LowLevelGain[6]
ParametersLong0_X_WDRC_LowLevelGain[7]
ParametersLong0_X_WDRC_LowLevelGain[8]
ParametersLong0_X_WDRC_LowLevelGain[9]
ParametersLong0_X_WDRC_LowLevelGain[10]
ParametersLong0_X_WDRC_LowLevelGain[11]
ParametersLong0_X_WDRC_LowLevelGain[12]
ParametersLong0_X_WDRC_LowLevelGain[13]
ParametersLong0_X_WDRC_LowLevelGain[14]
ParametersLong0_X_WDRC_LowLevelGain[15]
ParametersLong0_X_WDRC_LowLevelThreshold[0]
ParametersLong0_X_WDRC_LowLevelThreshold[1]
ParametersLong0_X_WDRC_LowLevelThreshold[2]
ParametersLong0_X_WDRC_LowLevelThreshold[3]
ParametersLong0_X_WDRC_LowLevelThreshold[4]
ParametersLong0_X_WDRC_LowLevelThreshold[5]
ParametersLong0_X_WDRC_LowLevelThreshold[6]
ParametersLong0_X_WDRC_LowLevelThreshold[7]
ParametersLong0_X_WDRC_LowLevelThreshold[8]
ParametersLong0_X_WDRC_LowLevelThreshold[9]
ParametersLong0_X_WDRC_LowLevelThreshold[10]
ParametersLong0_X_WDRC_LowLevelThreshold[11]
ParametersLong0_X_WDRC_LowLevelThreshold[12]
ParametersLong0_X_WDRC_LowLevelThreshold[13]
ParametersLong0_X_WDRC_LowLevelThreshold[14]
ParametersLong0_X_WDRC_LowLevelThreshold[15]
ParametersLong0_X_WDRC_NumberOfChannels
ParametersLong1_X_LIM_TargetGain_dB
ParametersLong1_X_WDRC_HighLevelGain[0]
ParametersLong1_X_WDRC_HighLevelGain[1]
ParametersLong1_X_WDRC_HighLevelGain[2]
ParametersLong1_X_WDRC_HighLevelGain[4]
ParametersLong1_X_WDRC_HighLevelGain[6]
ParametersLong1_X_WDRC_HighLevelGain[7]
ParametersLong1_X_WDRC_HighLevelGain[8]
ParametersLong1_X_WDRC_HighLevelGain[9]
ParametersLong1_X_WDRC_HighLevelGain[10]
ParametersLong1_X_WDRC_HighLevelGain[11]
ParametersLong1_X_WDRC_HighLevelGain[12]
ParametersLong1_X_WDRC_HighLevelGain[13]
ParametersLong1_X_WDRC_HighLevelGain[14]
