ParametersLong0_X_LIM_TargetGain_dB
ParametersLong1_X_WDRC_HighLevelGain[15]
ParametersLong1_X_WDRC_LowLevelGain[0]
ParametersLong1_X_WDRC_LowLevelGain[1]
ParametersLong1_X_WDRC_LowLevelGain[2]
ParametersLong1_X_WDRC_LowLevelGain[3]
ParametersLong1_X_WDRC_LowLevelGain[4]
ParametersLong1_X_WDRC_LowLevelGain[5]
ParametersLong1_X_WDRC_LowLevelGain[6]
ParametersLong1_X_WDRC_LowLevelGain[7]
ParametersLong1_X_WDRC_LowLevelGain[8]
ParametersLong1_X_WDRC_LowLevelGain[9]
ParametersLong1_X_WDRC_LowLevelGain[10]
ParametersLong1_X_WDRC_LowLevelGain[11]
ParametersLong1_X_WDRC_LowLevelGain[12]
ParametersLong1_X_WDRC_LowLevelGain[13]
ParametersLong1_X_WDRC_LowLevelGain[14]
ParametersLong1_X_WDRC_LowLevelGain[15]
ParametersLong1_X_WDRC_NumberOfChannels
ParametersLong2_X_LIM_TargetGain_dB
ParametersLong2_X_WDRC_HighLevelGain[0]
ParametersLong2_X_WDRC_HighLevelGain[1]
ParametersLong2_X_WDRC_HighLevelGain[2]
ParametersLong2_X_WDRC_HighLevelGain[4]
ParametersLong2_X_WDRC_HighLevelGain[6]
ParametersLong2_X_WDRC_HighLevelGain[7]
ParametersLong2_X_WDRC_HighLevelGain[8]
ParametersLong2_X_WDRC_HighLevelGain[9]
ParametersLong2_X_WDRC_HighLevelGain[10]
ParametersLong2_X_WDRC_HighLevelGain[11]
ParametersLong2_X_WDRC_HighLevelGain[12]
ParametersLong2_X_WDRC_HighLevelGain[13]
ParametersLong2_X_WDRC_HighLevelGain[14]
ParametersLong2_X_WDRC_HighLevelGain[15]
ParametersLong2_X_WDRC_LowLevelGain[0]
ParametersLong2_X_WDRC_LowLevelGain[1]
ParametersLong2_X_WDRC_LowLevelGain[2]
ParametersLong2_X_WDRC_LowLevelGain[3]
ParametersLong2_X_WDRC_LowLevelGain[4]
ParametersLong2_X_WDRC_LowLevelGain[5]
ParametersLong2_X_WDRC_LowLevelGain[6]
ParametersLong2_X_WDRC_LowLevelGain[7]
ParametersLong2_X_WDRC_LowLevelGain[8]
ParametersLong2_X_WDRC_LowLevelGain[9]
ParametersLong2_X_WDRC_LowLevelGain[10]
ParametersLong2_X_WDRC_LowLevelGain[11]
ParametersLong2_X_WDRC_LowLevelGain[12]
ParametersLong2_X_WDRC_LowLevelGain[13]
ParametersLong2_X_WDRC_LowLevelGain[14]
ParametersLong2_X_WDRC_LowLevelGain[15]
SystemParametersLong_X_AI_Amplitude5
SystemParametersLong_X_AI_Amplitude8
SystemParametersLong_X_AI_ToneDuration5[0]
SystemParametersLong_X_DR_AverageBatteryThreshold
SystemParametersLong_X_DR_LowBatteryStartupDelay
SystemParametersLong_X_FWK_PowerOnDelay
